,Data/data_not_bias/ULTA.csv,Data/data_not_bias/YHOO.csv,Data/data_not_bias/ARE.csv,Data/data_not_bias/SYK.csv,Data/data_not_bias/CB.csv,Data/data_not_bias/LM.csv,Data/data_not_bias/TSN.csv,Data/data_not_bias/DTV.csv,Data/data_not_bias/FLR.csv,Data/data_not_bias/CSC.csv,Data/data_not_bias/NE.csv,Data/data_not_bias/PEP.csv,Data/data_not_bias/PEG.csv,Data/data_not_bias/LLY.csv,Data/data_not_bias/UNS.csv,Data/data_not_bias/COST.csv,Data/data_not_bias/REG.csv,Data/data_not_bias/RDC.csv,Data/data_not_bias/NWS.csv,Data/data_not_bias/LLL.csv,Data/data_not_bias/LOW.csv,Data/data_not_bias/MDLZ.csv,Data/data_not_bias/NBR.csv,Data/data_not_bias/FMC.csv,Data/data_not_bias/HCP.csv,Data/data_not_bias/XEL.csv,Data/data_not_bias/AIZ.csv,Data/data_not_bias/PDCO.csv,Data/data_not_bias/LO.csv,Data/data_not_bias/R.csv,Data/data_not_bias/CERN.csv,Data/data_not_bias/MET.csv,Data/data_not_bias/ARG.csv,Data/data_not_bias/CHK.csv,Data/data_not_bias/FTV.csv,Data/data_not_bias/DLR.csv,Data/data_not_bias/XRAY.csv,Data/data_not_bias/SCG.csv,Data/data_not_bias/FAST.csv,Data/data_not_bias/FOSL.csv,Data/data_not_bias/TJX.csv,Data/data_not_bias/SNA.csv,Data/data_not_bias/MPC.csv,Data/data_not_bias/D.csv,Data/data_not_bias/CA.csv,Data/data_not_bias/MRK.csv,Data/data_not_bias/S.csv,Data/data_not_bias/STX.csv,Data/data_not_bias/NOC.csv,Data/data_not_bias/BXP.csv,Data/data_not_bias/KHC.csv,Data/data_not_bias/IPG.csv,Data/data_not_bias/UNP.csv,Data/data_not_bias/ALLE.csv,Data/data_not_bias/ABBV.csv,Data/data_not_bias/ORCL.csv,Data/data_not_bias/ECL.csv,Data/data_not_bias/RAI.csv,Data/data_not_bias/PLL.csv,Data/data_not_bias/ETR.csv,Data/data_not_bias/EBAY.csv,Data/data_not_bias/GME.csv,Data/data_not_bias/SBUX.csv,Data/data_not_bias/IR.csv,Data/data_not_bias/AMT.csv,Data/data_not_bias/INTU.csv,Data/data_not_bias/DRE.csv,Data/data_not_bias/JEC.csv,Data/data_not_bias/CMA.csv,Data/data_not_bias/PG.csv,Data/data_not_bias/CAT.csv,Data/data_not_bias/COH.csv,Data/data_not_bias/MCD.csv,Data/data_not_bias/MNST.csv,Data/data_not_bias/HCBK.csv,Data/data_not_bias/AMZN.csv,Data/data_not_bias/MWV.csv,Data/data_not_bias/MTZ.csv,Data/data_not_bias/INTC.csv,Data/data_not_bias/TWC.csv,Data/data_not_bias/LSI.csv,Data/data_not_bias/PNR.csv,Data/data_not_bias/GLW.csv,Data/data_not_bias/BDX.csv,Data/data_not_bias/KMI.csv,Data/data_not_bias/PWR.csv,Data/data_not_bias/WPG.csv,Data/data_not_bias/APTV.csv,Data/data_not_bias/EXR.csv,Data/data_not_bias/HOLX.csv,Data/data_not_bias/EXPD.csv,Data/data_not_bias/KORS.csv,Data/data_not_bias/ALD.csv,Data/data_not_bias/GM.csv,Data/data_not_bias/TXN.csv,Data/data_not_bias/VRSK.csv,Data/data_not_bias/SJM.csv,Data/data_not_bias/TMO.csv,Data/data_not_bias/OXY.csv,Data/data_not_bias/RL.csv
0,0.0,0.0,0.0,0.014035015348129976,0.014599962947755413,0.0,0.0023507629374384083,0.0,0.15538079425237383,0.0,0.0,0.003276954401492548,0.014376674060679042,0.006729191317780467,0.0,0.062168131769694525,0.0,0.0,0.0,0.03268604518931353,0.014052858661593327,0.0,0.0,0.018130688283691222,0.014765465619966054,0.0020748266026021363,0.015241092678894537,0.13299528671005148,0.0,0.018152018924868313,0.006761090319467112,0.0,0.0,0.0013973568047579326,0.0,0.0,0.10103338932491057,0.05210540159630719,0.03380120397689857,0.0,0.039043854563991294,0.0,0.0,0.0,0.023187406299414542,0.007472858801270827,0.0,0.0998270749413503,0.0,0.03714340711128548,0.0,0.06432566631195988,0.05569379470417127,0.0,0.17531430584142096,0.007763708685561194,0.01759966151653124,0.001142505903563976,0.0,0.002990892151765132,0.02442376335685307,0.0,0.012952130487517302,0.05925887210787529,0.0,0.12605955080312292,0.0,0.011347444256936507,0.08418819483599782,0.0012985399008479351,0.02416874815260152,0.03725352295996805,0.007139540935503632,0.009345778383342676,0.0,0.04091458313905973,0.0,0.0,0.0,0.0,0.0,0.012537710269660938,0.03268374634304135,0.054711224165291394,0.0,0.0013545900873292774,0.0,0.0,0.0,0.0,0.019980922829384046,0.0,0.0,0.0014637260552366705,0.1992286531801538,0.0,0.041455226840320096,0.0009710240707305082,0.06698001785574605,0.03266314042252731
